OHS_CA1,HInfo_CA1,OHS_SUB,HInfo_SUB,OHS_posCA1,HInfo_posCA1,OHS_posSUB,HInfo_posSUB
0.7926165187,0.26641512255,0.8256770323,0.2160493393,0.7926165187,0.09732330115,0.8256770323,0.1790655873
0.79343349745,0.33229251725,0.8683912635000001,0.2684931109,0.79343349745,0.09364846925,0.8683912635000001,0.1803942588
0.75111520145,0.31377123465,0.8674056553,0.2168347586,0.75111520145,0.0882933498,0.8674056553,0.2656229363
0.8196341523,0.2201267956,0.8521043315,0.19410544470000002,0.8196341523,0.1312159309,0.8521043315,0.2295401946
0.8201403361,0.51817994325,0.8681657346,0.2047169385,0.8201403361,0.04247151615,0.8681657346,0.2175365098
0.77465007268,0.26234797278,0.8936629299000001,0.16103824660000002,0.77465007268,0.11351473498,0.8936629299000001,0.2252017254
0.75634294965,0.3683812781,0.7806184289,0.288571925,0.75634294965,0.0760510112,0.7806184289,0.19950647400000002
0.78915504215,0.34059528085,0.8460710638000001,0.2501610855,0.78915504215,0.0979823896,0.8460710638000001,0.34113526180000003
0.7861794835000001,0.15834440302500002,0.8379074251,0.20197224390000001,0.7861794835000001,0.138307430275,0.8379074251,0.28280772060000003
0.7801160790333334,0.3139782644666667,0.8944624103000001,0.20855717000000001,0.7801160790333334,0.09586853176666667,0.8944624103000001,0.2162875343
0.7646415591,0.28492251625000004,0.8772759226,0.1311399804,0.7646415591,0.10833224945,0.8772759226,0.1328921563
0.90154444055,0.046818895650000004,0.8478974856,0.11183660956666668,0.90154444055,0.28051088960000004,0.8478974856,0.29729685720000004
0.7913433037333334,0.2201999439333333,0.8996098207666666,0.09216790340000001,0.7913433037333334,0.1217255939,0.8996098207666666,0.2302418165333333
0.7941439228,0.2379748855,0.8173441175000001,0.6695804068666668,0.7941439228,0.1036708509,0.8173441175000001,0.0694788329
0.7650805123000001,0.2055078628,0.8990814075333334,0.07433708166666668,0.7650805123000001,0.1246736699,0.8990814075333334,0.24419716633333333
0.8397259754,0.2042871621,0.8974462569,0.08755947132,0.8397259754,0.1734516784,0.8974462569,0.23229707576000003
0.7961423421,0.1740374671,0.8640682425000001,0.1292426596,0.7961423421,0.1603340069,0.8640682425000001,0.33286097695
0.8348142038,0.5530115681000001,0.8795911941000001,0.0850792509,0.8348142038,0.10270996510000001,0.8795911941000001,0.2657733068
0.7817854211,0.325399368,0.8965066211,0.1029894598,0.7817854211,0.1031713961,0.8965066211,0.2017545939
0.8216670422,0.1673085243,0.8581039740882354,0.1655699266117647,0.8216670422,0.1553707118,0.8581039740882354,0.25909615529411767
0.75573774775,0.35959253235,0.8623919694666667,0.16136657536666665,0.75573774775,0.08038910305000001,0.8623919694666667,0.26900688603333334
0.80978635,0.4660482650000001,0.9129138547,0.113316922,0.80978635,0.07205193025000001,0.9129138547,0.44218274630000004
0.776439345325,0.20614699522500002,0.89219970764,0.1052057587,0.776439345325,0.123530568,0.89219970764,0.23715098802
0.77916292385,0.33633158345,0.8733351576272728,0.13268012826363637,0.77916292385,0.10241736535000001,0.8733351576272728,0.2345026326
0.8036069654,0.39541619615,0.84970570725,0.2059656175,0.8036069654,0.0634574227,0.84970570725,0.30967726735
0.86508883105,0.0469503466,0.8502467865333333,0.1650243238,0.86508883105,0.30705997915,0.8502467865333333,0.2749197258
0.7671495639500001,0.39291732160000004,0.8595305403000001,0.16643553155000002,0.7671495639500001,0.07360410565,0.8595305403000001,0.27837384642499996
0.90000704555,0.09077153375,0.845751358838889,0.16225338928333335,0.90000704555,0.15995064715,0.845751358838889,0.23339836467777778
0.8074765469,0.24287990920000002,0.88798723556,0.10004262856000001,0.8074765469,0.0884625089,0.88798723556,0.25560654668000005
0.7590043296000001,0.3483960951,0.8885877849083333,0.10757219951666668,0.7590043296000001,0.0911255242,0.8885877849083333,0.23838145445833334
0.8186625774,0.3685680166,0.8880826062,0.11549661872500001,0.8186625774,0.0897516191,0.8880826062,0.3143509319000001
0.7400663625,0.6966999776,0.9082307561,0.0889379386,0.7400663625,0.0950467628,0.9082307561,0.3391213631
0.7476420637000001,0.2828925449,0.8862206263047618,0.16881099369523808,0.7476420637000001,0.0686136941,0.8862206263047618,0.23907267759047626
0.8438648240000001,0.1436361499,0.8607454312,0.11555736670000001,0.8438648240000001,0.1244633547,0.8607454312,0.3854982669
0.8149484057,0.21583628370000002,0.8822863238090908,0.11774823659090909,0.8149484057,0.1246536902,0.8822863238090908,0.20445611293636368
0.7994997872,0.20076687040000002,0.8670483943666666,0.13585791156666668,0.7994997872,0.1455145812,0.8670483943666666,0.23678351293333333
0.7682521216,0.1928705625,0.887897885295238,0.12825821143809527,0.7682521216,0.08375010220000001,0.887897885295238,0.18292616924761906
0.8041946506000001,0.4595436995,0.889218146435,0.10263643960499999,0.8041946506000001,0.06272948710000001,0.889218146435,0.20229348936
0.77958552695,0.3181729442,0.9080326233235293,0.08072001072352941,0.77958552695,0.07272677420000001,0.9080326233235293,0.40901016770588233
0.7784516090000001,0.3595074923,0.840301864125,0.27119857395,0.7784516090000001,0.07136590150000001,0.840301864125,0.29965913165
0.79719203065,0.22363772085000003,0.8493439311000001,0.11523168166666668,0.79719203065,0.12424736095000001,0.8493439311000001,0.38625693763333335
0.8111023748666667,0.11711038406666667,0.8801054291,0.1402201851,0.8111023748666667,0.15163478930000002,0.8801054291,0.12490883450000001
0.9183541179,0.063209873,0.8680936306,0.1711783506272727,0.9183541179,0.2828946732,0.8680936306,0.16630960288181817
0.8745389882,0.0627031687,0.9120339744875001,0.11492622235,0.8745389882,0.2681087017,0.9120339744875001,0.2814737230125
0.8059690966,0.1949532048,0.8812751347000001,0.12507437845000002,0.8059690966,0.1094309219,0.8812751347000001,0.254739055975
0.80164447445,0.27809750955,0.8122865033666667,0.24821177810000003,0.80164447445,0.08152457020000001,0.8122865033666667,0.34750155926666676
0.7897091342,0.523957733,0.8941405051333334,0.08964922810000002,0.7897091342,0.053734329799999994,0.8941405051333334,0.17191346663333337
0.8087603211000001,0.7222046283,0.8894865178833332,0.13198598244999998,0.8087603211000001,0.0560782296,0.8894865178833332,0.22715890867222222
0.7915762850000001,0.526997599,0.8734491923666668,0.17101259993333331,0.7915762850000001,0.0442967613,0.8734491923666668,0.21181794623333336
0.7246159875,0.19009108845,0.8104883812333333,0.27583459250000003,0.7246159875,0.149408875,0.8104883812333333,0.09414384190000001
0.7869414758000001,0.1661338463,0.874821941125,0.17517603142500002,0.7869414758000001,0.1677273433,0.874821941125,0.34581674227500003
0.8921920804000001,0.1412265828,0.8350039301588236,0.26533706905882354,0.8921920804000001,0.1342194736,0.8350039301588236,0.2352230071
0.7952953508,0.18634016135,0.8823682811500001,0.15901717799999998,0.7952953508,0.10513622385000002,0.8823682811500001,0.20879607230000002
0.8305521638000001,0.21057705770000001,0.8591966485999999,0.18111965200000002,0.8305521638000001,0.0851815457,0.8591966485999999,0.19409621996666668
0.8305412541500001,0.14221086425,0.8700197902333334,0.10634280643333334,0.8305412541500001,0.14690564945,0.8700197902333334,0.17938109426666668
0.7796622814,0.41215950020000003,0.8604072126222222,0.11494453982222222,0.7796622814,0.0961284413,0.8604072126222222,0.19862068900000002
0.8086332730000001,0.30202595200000004,0.8673301479750001,0.11852449575000001,0.8086332730000001,0.1018868343,0.8673301479750001,0.1893730571875
0.7726640516000001,0.25456962250000004,0.865226993925,0.1362133495,0.7726640516000001,0.089807311,0.865226993925,0.20290388004999999
0.8089245376,0.2207731104,0.8742459338333334,0.1116672496,0.8089245376,0.07766130090000001,0.8742459338333334,0.27002205646666666
0.7533186149750001,0.305780867975,0.8990058318125,0.13089929050000002,0.7533186149750001,0.082151108225,0.8990058318125,0.23560188647500002
0.7728503810599999,0.39072210608,0.865226993925,0.1362133495,0.7728503810599999,0.0698354369,0.865226993925,0.219493780475
0.7699781337,0.4326145843,0.8742459338333334,0.1116672496,0.7699781337,0.09820671695,0.8742459338333334,0.24133878583333335
0.77080394465,0.31268952140000006,0.8990058318125,0.13089929050000002,0.77080394465,0.09176881740000001,0.8990058318125,0.2446773255
0.7586069709500001,0.3360177922,0.8786696917000001,0.197894304825,0.7586069709500001,0.08936179429999999,0.8786696917000001,0.2019943287
0.7645673319666667,0.18378435150000003,0.8998665358666668,0.12848840036666667,0.7645673319666667,0.13093131088333335,0.8998665358666668,0.34259384856666664
0.7921419144399999,0.1478229157,0.7683261859250001,0.47134741827499993,0.7921419144399999,0.14668489410000002,0.7683261859250001,0.0986230198
0.8012088802,0.09362490700000001,0.7738001286235294,0.4114080825235294,0.8012088802,0.19942122865,0.7738001286235294,0.15086192851176472
0.87659346492,0.07259278124,0.79984387805,2.3280723126750003,0.87659346492,0.24711175753999998,0.79984387805,0.05859302565
0.8694887088000001,0.10075035525,0.7384820051176471,0.536800774582353,0.8694887088000001,0.1811473573,0.7384820051176471,0.15635215339411768
0.8261901735666668,0.14584406370000003,0.772292039475,0.537760980875,0.8261901735666668,0.14060858738333334,0.772292039475,0.148519395775
0.7564838421,0.47342037260000003,0.7587647319588234,0.5814501514176471,0.7564838421,0.060496856450000004,0.7587647319588234,0.10927748024705881
0.80077803245,0.46841674825,0.8426138402250001,0.16290049525,0.80077803245,0.0563083135,0.8426138402250001,0.213646139725
0.77097121075,0.61832994315,0.8390630834625,0.291629511,0.77097121075,0.0433820833,0.8390630834625,0.13432586551250003
0.8069493565,0.7449255174,0.7746609893999999,0.3057321045,0.8069493565,0.039970794000000004,0.7746609893999999,0.20034309910000003
0.7811558944,0.58251234485,0.8090584914352942,0.34377017364705886,0.7811558944,0.053508773275000004,0.8090584914352942,0.16122151910588234
0.7763070998000001,0.17327655190000002,0.7614665801,0.45109592965,0.7763070998000001,0.10351448575000001,0.7614665801,0.09245131495
0.80663283645,0.15435206535,0.9027320937000001,0.100677737825,0.80663283645,0.16207660725,0.9027320937000001,0.2155992016
0.8447180935,0.1668572197,0.8742128192615386,0.1579045016615385,0.8447180935,0.1247561838,0.8742128192615386,0.1308851579
0.77238472935,0.1983911324,0.7858837466,0.777662913975,0.77238472935,0.09135132840000001,0.7858837466,0.08180270225
0.7760648840833334,0.2645141414166667,0.7742639943333334,0.3503791803833333,0.7760648840833334,0.10772029021666667,0.7742639943333334,0.13476196583333333
0.76512386035,0.16794195160000003,0.7718800929272728,0.573076679309091,0.76512386035,0.11813005875,0.7718800929272728,0.14483651006363638
0.80292698515,0.13934596900000001,0.8409737088882354,0.2605986558941177,0.80292698515,0.14460597505,0.8409737088882354,0.13328708284705884
0.89322193315,0.054348368800000005,0.8041677830384616,0.6243004797230769,0.89322193315,0.34011452292500005,0.8041677830384616,0.07654840796923078
0.7936838471500001,0.5587130959,0.86554308415,0.211951787125,0.7936838471500001,0.05705822690000001,0.86554308415,0.15380122405000002
0.75761226075,0.2614077599,0.8695959124333333,0.1775061033888889,0.75761226075,0.0958596286,0.8695959124333333,0.16676270866666668
0.7682700955,0.1871855731,0.7967152161666667,1.1534768460333333,0.7682700955,0.13127063275,0.7967152161666667,0.055174196233333334
0.777052999,0.2279328583,0.893879868,0.1095351052,0.777052999,0.07919022595,0.893879868,0.22075830370000002
0.7385596938000001,0.52418796565,0.8553799478250002,0.11700876202499999,0.7385596938000001,0.08036845615,0.8553799478250002,0.268833892425
0.7464275078,0.2656765469,0.8656631719000001,0.15315419505,0.7464275078,0.10737475035,0.8656631719000001,0.16579942860000002
0.73650591035,0.24797494460000002,0.8596668051666666,0.1271269199,0.73650591035,0.09841854885000001,0.8596668051666666,0.1915016263
0.7454902164,0.5012242462000001,0.88521458335,0.1367549246,0.7454902164,0.0667732722,0.88521458335,0.29677212475000003
0.7666322784,0.2966543587,0.8885066480000001,0.09705913765,0.7666322784,0.08363450430000001,0.8885066480000001,0.2049653405
0.7972489331000001,0.5370448807,0.88213614725,0.1027920252,0.7972489331000001,0.06782945425,0.88213614725,0.22041590465000002
0.7541037314000001,0.32125980590000003,0.8726070216333334,0.15039013450000002,0.7541037314000001,0.09812432055,0.8726070216333334,0.25621562523333336
0.86108921215,0.11971753695000001,0.7046873307,0.7806205905,0.86108921215,0.1220097087,0.7046873307,0.08538029130000001
0.8529834729,0.1545407044,0.796268484,0.3284158941,0.8529834729,0.2076052695,0.796268484,0.1441082728
0.7849804356000001,0.27306617440000003,0.8201997651,0.3010182122,0.7849804356000001,0.0916054929,0.8201997651,0.1033944658
0.7400572709000001,0.3759502898,0.7759212012000001,0.6479894150000001,0.7400572709000001,0.06640232530000001,0.7759212012000001,0.054706693800000004
0.8753780399,0.0678133016,0.751434983,0.8466273067000001,0.8753780399,0.33286067230000005,0.751434983,0.1707100895
0.8309133376000001,0.1139597525,0.7913577443,1.6148487076,0.8309133376000001,0.1291940719,0.7913577443,0.0594565621
0.8934479039000001,0.0473714344,0.8815785282,0.11576888070000001,0.8934479039000001,0.3198041249,0.8815785282,0.211966374
0.793752262,0.3248930416,0.855106522,0.21251460900000002,0.793752262,0.1007508624,0.855106522,0.11320288960000001
0.8036652217,0.35710110780000004,0.8167922418,0.31926706355,0.8036652217,0.0737311596,0.8167922418,0.16417964975000002
0.8197200199,0.8334290646,0.7682468005,0.4640018304,0.8197200199,0.026684793800000002,0.7682468005,0.13667805035000002
0.7937691003,0.1994272584,0.7517907439,1.1859322315,0.7937691003,0.07856883070000001,0.7517907439,0.0705316756
0.7956743496,0.3767323561,0.8132983065,0.5205100875,0.7956743496,0.0666730881,0.8132983065,0.0579217286
0.90677004435,0.05917055392500001,0.7194207985000001,0.9550110709,0.90677004435,0.5695334542,0.7194207985000001,0.0974307477
0.8129744283750001,0.29732968927500003,0.8219352941,0.4073627266,0.8129744283750001,0.1876669835,0.8219352941,0.1186398209
0.7917253727999999,0.5312621929666667,0.8643633635,0.23584216630000002,0.7917253727999999,0.10314140563333334,0.8643633635,0.3252201688
0.7949542527,0.2719337325,0.8898971958,0.1750501324,0.7949542527,0.1570997505,0.8898971958,0.3953362938
0.7790285282,0.6468543093333333,0.8282802929,0.3029589341,0.7790285282,0.1495055299,0.8282802929,0.2262043069
0.7986824036,1.1128077766,0.8758855136,0.1872554898,0.7986824036,0.0721404633,0.8758855136,0.2930097746
0.7630026993333333,0.5186693541999999,0.8029924725,0.2739558133,0.7630026993333333,0.1047960623,0.8029924725,0.294993516
0.8158576974000001,0.27136222956666667,0.83875027735,0.22678794755,0.8158576974000001,0.19299776756666667,0.83875027735,0.13409220859999998
0.8372416851000001,0.2233214598,0.8974551085,0.09631299680000001,0.8372416851000001,0.1564916579,0.8974551085,0.2004543335
0.7694843089000001,0.4713250268,0.8541919508,0.2136372313,0.7694843089000001,0.1064784931,0.8541919508,0.1796271499
0.8118702600666667,0.28223592446666673,0.88482393745,0.11945596445000001,0.8118702600666667,0.13705820753333334,0.88482393745,0.2586839832
0.797966583,0.34754823290000003,0.86716219065,0.09459983120000001,0.797966583,0.10907936010000001,0.86716219065,0.229010096
0.7884592420666667,0.3960871238666667,0.8947083684000001,0.08810373415,0.7884592420666667,0.08873638760000001,0.8947083684000001,0.39113056190000006
0.8433501005,0.17446734220000001,0.8654179482000001,0.1133306449,0.8433501005,0.1570411704,0.8654179482000001,0.3426547406
0.7792921727000001,0.39009900295,0.8692961428,0.1303773464,0.7792921727000001,0.07523035,0.8692961428,0.2658252984
0.7860865339666666,0.23702592443333334,0.8815785282,0.11576888070000001,0.7860865339666666,0.1544588671,0.8815785282,0.24798715710000002
0.7968287561,0.29670842270000003,0.90513857125,0.0787850175,0.7968287561,0.1425193108,0.90513857125,0.22278366685
0.7956208777666666,0.7739196006333332,0.9052933047,0.11422194000000001,0.7956208777666666,0.06056945823333334,0.9052933047,0.2437658402
0.81389075864,0.29324610364,0.8962050205000001,0.055843804500000004,0.81389075864,0.11693251314,0.8962050205000001,0.3426743129
0.76212365378,0.52724837474,0.9215390433,0.0811174705,0.76212365378,0.07782783388,0.9215390433,0.4249414131
0.7954067950000001,0.419566335,0.8793734981,0.1474284857,0.7954067950000001,0.09371871012500001,0.8793734981,0.246559409
0.7463181121333333,0.24798136833333337,0.8932462783,0.16020823480000002,0.7463181121333333,0.19393251020000002,0.8932462783,0.1817894538
0.7519404094333334,0.5073428821,0.8230939962,0.3075109656,0.7519404094333334,0.13882735196666665,0.8230939962,0.3032575407
0.7666370538363637,0.4578518831227273,0.8297618499,0.1085330063,0.7666370538363637,0.1328356543136364,0.8297618499,0.20085262610000001
