Nspike_CA1,MHS_CA1,Nspike_SUB,MHS_SUB,Nspike_posCA1,MHS_posCA1,Nspike_posSUB,MHS_posSUB
745.5,0.574195848,2556.0,0.5287679519,745.5,0.49943762955000004,2556.0,0.5602652866
850.0,0.5779728259000001,2557.0,0.5246884696,850.0,0.4903910916,2557.0,0.517272038
548.5,0.5841437507,5866.0,0.5330269165,548.5,0.49647210195,5866.0,0.4919466053
834.0,0.551585117,3394.0,0.5436426275,834.0,0.5491378938,3394.0,0.4495120112
122.5,0.55964424935,4005.0,0.5513078699,122.5,0.54127841855,4005.0,0.48002013035
895.0,0.58601417992,3666.0,0.5248245912,895.0,0.49981383088,3666.0,0.5297698663
407.0,0.5858296219500001,3924.0,0.5553114875,407.0,0.56726179115,3924.0,0.4437638701
678.0,0.5963269896000001,9478.0,0.5117666594,678.0,0.5440626779,9478.0,0.4259968825
1890.0,0.57109000715,6342.0,0.5340634421,1890.0,0.5154763803,6342.0,0.47702140390000003
629.6666666666666,0.5591880385666667,3528.0,0.5614710099,629.6666666666666,0.5254648741,3528.0,0.4393024009
676.5,0.5328406936500001,1532.0,0.45653820570000003,676.5,0.49314988635,1532.0,0.5054266179
8360.0,0.47691139325,8983.333333333334,0.5241308843333333,8360.0,0.45591962110000006,8983.333333333334,0.44391228470000005
996.3333333333334,0.5704908117333334,4145.333333333333,0.5097845071666667,996.3333333333334,0.5036249196666667,4145.333333333333,0.4700292745666667
721.0,0.5797587746,304.6666666666667,0.6001188080666667,721.0,0.4805668556,304.6666666666667,0.5406776403000001
1110.0,0.5741939569,4146.0,0.4964157091666666,1110.0,0.47704244230000004,4146.0,0.4454392139666667
2144.0,0.5597731066,4702.6,0.50428200124,2144.0,0.5148792526,4702.6,0.46459176268
1484.0,0.5661798543000001,9438.5,0.51878138575,1484.0,0.5247922633000001,9438.5,0.4414544401
809.0,0.5720637429000001,10966.0,0.5319082878,809.0,0.5412800831,10966.0,0.4299499281
512.0,0.5244509498000001,3828.0,0.5008378334,512.0,0.450665264,3828.0,0.47804301720000003
2044.0,0.5297259592,5559.411764705882,0.5390203594882353,2044.0,0.5443892696,5559.411764705882,0.47680687791764714
412.0,0.59500891115,5924.0,0.5451866656666667,412.0,0.5316011185,5924.0,0.49150234703333334
232.0,0.6312916613999999,20888.0,0.49419447400000005,232.0,0.5575285106500001,20888.0,0.4535583467
918.5,0.58223641305,4136.6,0.5166425211200001,918.5,0.505037374725,4136.6,0.47282055132
589.0,0.573948172,4988.909090909091,0.5253361906363636,589.0,0.5139482415500001,4988.909090909091,0.4875850346727273
303.0,0.59678074555,10840.5,0.57475800565,303.0,0.5480593874,10840.5,0.50410543275
7442.0,0.5472608358,5516.333333333333,0.5240040281666666,7442.0,0.4885950082,5516.333333333333,0.47186173473333337
283.5,0.600122767,5479.75,0.538388789075,283.5,0.58988167655,5479.75,0.4637778826
2053.5,0.50311444985,5034.0,0.5344979811833332,2053.5,0.501319316,5034.0,0.47041007954999997
684.0,0.5876077661,6667.2,0.51821581796,684.0,0.5262382995,6667.2,0.48242670430000006
508.0,0.5643908233,5108.25,0.5099880117416667,508.0,0.5064474409,5108.25,0.471616106925
317.0,0.5589794001,9048.0,0.5184718216499999,317.0,0.5246704192,9048.0,0.44086652200000004
624.0,0.5903816187,7407.0,0.48621596600000005,624.0,0.4905808043,7407.0,0.5275167281
500.0,0.6054075784,5225.190476190476,0.5175018709095238,500.0,0.5216428282,5225.190476190476,0.46606663090000006
937.0,0.6075194773,7739.0,0.508324324,937.0,0.47233527480000004,7739.0,0.4709919326
782.0,0.5522622517,3579.5454545454545,0.5228596385909092,782.0,0.5439913175000001,3579.5454545454545,0.4917795953545454
1282.0,0.5758423796000001,5781.666666666667,0.5212578023,1282.0,0.4598832778,5781.666666666667,0.49758167796666664
865.0,0.5445677347,2901.9523809523807,0.5106333369380953,865.0,0.4912986285,2901.9523809523807,0.47707921561904765
186.0,0.6413268817000001,3277.75,0.5030799358250001,186.0,0.6137343813,3277.75,0.482234663655
434.0,0.5908991906500001,15251.0,0.5081049916764706,434.0,0.526056017,15251.0,0.4743509726705883
428.0,0.6437654493,6649.25,0.55103480085,428.0,0.5755225089,6649.25,0.47084854995
1458.5,0.57614264755,12107.0,0.540754073,1458.5,0.5153636699999999,12107.0,0.45862639843333336
1846.6666666666667,0.5557099731666667,1667.0,0.5322222196,1846.6666666666667,0.4990780794666667,1667.0,0.4813184226
4832.0,0.518699347,1998.6363636363637,0.5335870734909091,4832.0,0.5030242867,1998.6363636363637,0.49452649655454545
4559.0,0.5461225326,7636.375,0.505928404825,4559.0,0.47380302150000003,7636.375,0.46393713275000004
936.0,0.5488982916,5165.25,0.505310140425,936.0,0.53167187,5165.25,0.48796510877500004
384.0,0.587802945,10277.0,0.5527819341666667,384.0,0.5604830992500001,10277.0,0.4775946620666667
189.5,0.61199530295,2520.3333333333335,0.49614680373333336,189.5,0.59186472565,2520.3333333333335,0.45803479246666673
124.0,0.6058990239,4464.888888888889,0.5220668012444444,124.0,0.5967637553,4464.888888888889,0.47008953696666667
138.0,0.6537949849,4201.0,0.49293522230000003,138.0,0.5493920081,4201.0,0.4856014200333334
1728.0,0.5787086623500001,627.3333333333334,0.540781287,1728.0,0.49915426305,627.3333333333334,0.502794844
2287.0,0.5789320255,13203.75,0.527564776475,2287.0,0.5383172714000001,13203.75,0.45968251000000004
1154.0,0.5415650675,4464.882352941177,0.5376098958588236,1154.0,0.4831233567,4464.882352941177,0.4800477420235294
1086.5,0.58438599255,3636.0,0.5532825915,1086.5,0.49517215635000006,3636.0,0.4696242588
374.0,0.5627125269000001,3420.6666666666665,0.5343269204,374.0,0.5452081377,3420.6666666666665,0.4622403910333333
2568.0,0.5517822539,2694.3333333333335,0.5143669649000001,2568.0,0.5044573640000001,2694.3333333333335,0.49177107273333337
454.0,0.5932828487,3408.0,0.5292337379111111,454.0,0.45589849670000004,3408.0,0.4829110980333333
825.0,0.6153585479,2882.75,0.5152336267375001,825.0,0.5701090861,2882.75,0.4882256534
632.0,0.6255073786,3637.0,0.5145474204,632.0,0.5024649614,3637.0,0.4907561295
405.0,0.58685982,5689.0,0.49542884060000003,405.0,0.5119084993,5689.0,0.4723659807666667
485.25,0.57793436085,5138.375,0.5300401448375001,485.25,0.5182273359,5138.375,0.47009472385
327.4,0.58397022344,3637.0,0.5145474204,327.4,0.54212561218,3637.0,0.462294081625
665.5,0.5751432609,5689.0,0.49542884060000003,665.5,0.48863245895,5689.0,0.4753032754
549.5,0.5888844738000001,5138.375,0.5300401448375001,549.5,0.5182847337,5138.375,0.47668938036249997
511.0,0.57874333295,3473.25,0.52263780775,511.0,0.5514101719,3473.25,0.48109219612500004
1199.6666666666667,0.5999252664,6482.666666666667,0.5195395767666667,1199.6666666666667,0.5248238324166667,6482.666666666667,0.47675970593333333
1664.8,0.57457076338,592.25,0.564394447225,1664.8,0.45571576977999995,592.25,0.5301675298
2479.5,0.5645759601,2178.6470588235293,0.5692305072882352,2479.5,0.5279140733500001,2178.6470588235293,0.47653915749411757
6447.4,0.51604995732,210.75,0.613902256525,6447.4,0.47835359872000005,210.75,0.5306471299
2612.0,0.5436012291,1865.4705882352941,0.5820702560235295,2612.0,0.50729479285,1865.4705882352941,0.5033730216529413
1460.0,0.5739131363,2037.0,0.58480411745,1460.0,0.49775328204999997,2037.0,0.52152376965
224.0,0.55570667105,881.1176470588235,0.6005583357352942,224.0,0.5538584396,881.1176470588235,0.5238075286294118
174.5,0.6411263759,3405.25,0.5421374909500001,174.5,0.55512374185,3405.25,0.490717322425
100.5,0.65032317675,1533.8125,0.5499337198,100.5,0.4929198253,1533.8125,0.49517495037500003
79.0,0.5530126995,3425.0,0.5554004225,79.0,0.6205253956,3425.0,0.48519708037500003
181.75,0.619901837925,2106.8823529411766,0.5644434543352942,181.75,0.586054149525,2106.8823529411766,0.5023317066411765
905.5,0.5491886636500001,920.5,0.5660906138,905.5,0.5068022963500001,920.5,0.5194471702500001
1734.0,0.57259524905,3370.0,0.5046826181749999,1734.0,0.4794122302,3370.0,0.49898953980000005
791.0,0.5661927950000001,1391.6153846153845,0.5160866018153847,791.0,0.5409746901,1391.6153846153845,0.47926198808461545
831.0,0.61305282945,552.25,0.6017505509000001,831.0,0.50848695145,552.25,0.505945596375
915.1666666666666,0.5941981964166667,1613.3333333333333,0.5620229664999999,915.1666666666666,0.5376033644166668,1613.3333333333333,0.49472194920000007
1151.5,0.5873778157,1629.1818181818182,0.5765051170000001,1151.5,0.5285875497,1629.1818181818182,0.48788642056363635
1850.0,0.54877982145,1556.7058823529412,0.5370048098764705,1850.0,0.493612222025,1556.7058823529412,0.5009361937235294
9460.25,0.5173664686249999,390.61538461538464,0.5684525506538463,9460.25,0.472199257275,390.61538461538464,0.5421039516076923
203.5,0.6290572887000001,1714.0,0.50579518835,203.5,0.4768975513,1714.0,0.48986957784999996
958.5,0.5935821734,2464.8888888888887,0.5411138208666667,958.5,0.47100605205,2464.8888888888887,0.48128989445555553
1543.5,0.57574497925,178.66666666666666,0.6372805230999999,1543.5,0.5165690896499999,178.66666666666666,0.5007099088333333
446.0,0.5900341831,4074.6666666666665,0.48250341103333333,446.0,0.5530731693000001,4074.6666666666665,0.46964034130000004
367.0,0.5690055935,6641.75,0.52693100505,367.0,0.5506423521000001,6641.75,0.480079025425
902.5,0.5941551041,2001.5,0.5307458087,902.5,0.5338472484500001,2001.5,0.4761797433
890.5,0.60197890505,3475.6666666666665,0.5190730094,890.5,0.42595568030000003,3475.6666666666665,0.46510931730000005
260.0,0.5973508188000001,8958.5,0.524864006,260.0,0.5438876874,8958.5,0.49711077165000006
518.0,0.5938556648000001,3245.5,0.5150815851999999,518.0,0.49050762350000005,3245.5,0.4840755512
354.0,0.6436275724,3360.0,0.5032289638,354.0,0.45358164830000003,3360.0,0.44501735210000004
763.0,0.56863465395,6631.333333333333,0.5259258250333333,763.0,0.5337240680500001,6631.333333333333,0.48192106076666663
1262.5,0.5589546569,349.0,0.6678323941000001,1262.5,0.5236306877000001,349.0,0.4979188554
2962.0,0.5524165597,1273.0,0.6020389337000001,2962.0,0.5296723319000001,1273.0,0.5452742675
386.0,0.6046113502,993.0,0.5717342742,386.0,0.568675638,993.0,0.4992943885
251.0,0.5324294372,270.0,0.6121819714,251.0,0.590278054,270.0,0.5926357214
12084.0,0.53962376755,1342.0,0.6056231023,12084.0,0.45871073815,1342.0,0.4749664918
2153.0,0.5568537742,165.0,0.5434966166,2153.0,0.4757555902,165.0,0.5352744338000001
10346.0,0.5356396537,4203.0,0.49675670380000003,10346.0,0.43870171410000003,4203.0,0.41545214610000003
649.0,0.5871314715,1082.0,0.5908852676,649.0,0.45133985200000004,1082.0,0.4445156172
359.0,0.606719538,1732.5,0.56896412225,359.0,0.49810152700000004,1732.5,0.4761853205
56.0,0.6528113704,1346.0,0.6171145961,56.0,0.6070522334,1346.0,0.5138030201
601.0,0.5525667504,268.0,0.5302194195000001,601.0,0.5495716239,268.0,0.5645727968
378.0,0.6168255631,256.0,0.5575861441000001,378.0,0.5709511459000001,256.0,0.5105567316
33203.75,0.5147876247500001,418.0,0.6012354029,33203.75,0.462264311025,418.0,0.4972211703
3413.25,0.5430530462000001,1202.0,0.5669773228,3413.25,0.4845667099,1202.0,0.474106933
1058.6666666666667,0.6113459918666666,12902.0,0.5540327809,1058.6666666666667,0.47436637126666675,12902.0,0.45475091840000004
1894.0,0.5795232845,16786.0,0.5042868970000001,1894.0,0.4819183018,16786.0,0.4593886474
1535.6666666666667,0.5789548133333334,4516.0,0.5119122732,1535.6666666666667,0.5193996699000001,4516.0,0.44689679330000004
364.0,0.5360508039,8589.0,0.5155970187,364.0,0.5900926795,8589.0,0.4620456389
823.3333333333334,0.5863895605666667,5743.0,0.5424643966,823.3333333333334,0.535860635,5743.0,0.4551429193
3229.3333333333335,0.5727308821,1626.5,0.53809049205,3229.3333333333335,0.4501187841666667,1626.5,0.4987950514
2766.0,0.5657772722000001,4871.0,0.5292224412000001,2766.0,0.4506949075,4871.0,0.4796478025
780.0,0.6376812725000001,2899.0,0.5252425095000001,780.0,0.5223039075,2899.0,0.4335442936
1288.3333333333333,0.5445944866333333,6150.5,0.50701744395,1288.3333333333333,0.5051188045666667,6150.5,0.45422475485
1155.0,0.6021290583000001,4434.5,0.53959864005,1155.0,0.54697588405,4434.5,0.47905025960000003
937.0,0.5993425739666667,10367.0,0.5159181634000001,937.0,0.5017941029666667,10367.0,0.45785158010000004
1095.0,0.5538228780000001,7763.0,0.5380857872,1095.0,0.4826730556,7763.0,0.4586288719
311.5,0.5788722393500001,5930.0,0.5340782461,311.5,0.5182203040000001,5930.0,0.44614782350000004
1676.3333333333333,0.5506839044333334,4203.0,0.49675670380000003,1676.3333333333333,0.5126695093666667,4203.0,0.44392746450000004
1626.0,0.5112497366000001,5635.5,0.50735355875,1626.0,0.4792371225,5635.5,0.45529530885
250.0,0.5968732244,5927.0,0.5243071301000001,250.0,0.5417872376,5927.0,0.4620032013
1083.0,0.5613402549400001,10306.0,0.46935280900000004,1083.0,0.50441402198,10306.0,0.43950256060000004
402.2,0.5801632892,13818.0,0.47730478200000004,402.2,0.5124219479800001,13818.0,0.4302175921
719.75,0.5837919380000001,5049.0,0.5191476504,719.75,0.46826819065,5049.0,0.4765553232
4058.3333333333335,0.5684964077,3485.0,0.5620926461,4058.3333333333335,0.4682983384333334,3485.0,0.4532082611
1683.6666666666667,0.5635294154333333,6122.0,0.5283453512,1683.6666666666667,0.48571427103333337,6122.0,0.4558403499
1418.5454545454545,0.5791188294136365,3652.0,0.5091950617000001,1418.5454545454545,0.48484330214090915,3652.0,0.4852975135
1365.0,0.5441791332666668,3511.0,0.5541886034,1365.0,0.5022321232666668,3511.0,0.5043310334000001
575.25,0.562919575575,3094.0,0.45291117680000004,575.25,0.5660835442000001,3094.0,0.4756739197
504.6666666666667,0.5908338702555556,5902.0,0.5387260353000001,504.6666666666667,0.5040058857333334,5902.0,0.45528507970000004
608.9,0.60184691254,3410.0,0.5143202581499999,608.9,0.53122615446,3410.0,0.4918886813
613.3333333333334,0.5837901342333334,2587.0,0.4978217233,613.3333333333334,0.5188143145333334,2587.0,0.48705340420000004
592.0,0.59469518415,3901.0,0.4401350631,592.0,0.48798102795000003,3901.0,0.4894792069
2179.3333333333335,0.5326928004,7960.5,0.51609153755,2179.3333333333335,0.4615523963333333,7960.5,0.48099695645
1199.25,0.5751455206,3927.0,0.51895992635,1199.25,0.47957119645,3927.0,0.47761545475
1524.5,0.54729750505,4533.0,0.4932190591,1524.5,0.5155153335,4533.0,0.5164200038
980.5,0.578205305025,4711.0,0.5242509471000001,980.5,0.53167018965,4711.0,0.48922942560000005
3829.0,0.5669905122000001,4805.0,0.53801398635,3829.0,0.5205833910000001,4805.0,0.4707344751
1825.0,0.5450076152500001,4493.5,0.5398616619000001,1825.0,0.48161541100000005,4493.5,0.51144314945
524.0,0.6731464498,2571.0,0.4730903339,524.0,0.565277252,2571.0,0.46045231045
1017.0,0.6030150189,6361.0,0.5153916081000001,1017.0,0.5244006962000001,6361.0,0.4438838006
1716.0,0.5947571007,2774.0,0.5810112661,1716.0,0.5289874438000001,2774.0,0.45953946170000004
2663.0,0.55817736655,621.25,0.5375738927,2663.0,0.4817176358,621.25,0.49364727515
1970.0,0.5866831076,2199.0,0.5907516732,1970.0,0.42684889070000004,2199.0,0.4736421235
747.0,0.61313786585,1723.0,0.6070949619,747.0,0.54280528185,1723.0,0.46811542570000003
2813.5,0.6039737877,167.0,0.6017379066,2813.5,0.49304971370000006,167.0,0.4968009245
3732.0,0.5495039663000001,4771.0,0.5583852240000001,3732.0,0.4611025416,4771.0,0.47500784890000003
2368.5,0.555452052,1330.0,0.5850083424,2368.5,0.4788913117,1330.0,0.5204663486000001
1398.0,0.5341921239,4615.0,0.5325866457,1398.0,0.49977132630000004,4615.0,0.4977422879
114.5,0.616245577,5301.5,0.517009063625,114.5,0.5136726954999999,5301.5,0.48580350905
356.0,0.5794484684,1521.0,0.5619648003000001,356.0,0.5646242596000001,1521.0,0.5031526820000001
1114.0,0.5723324836,1946.0,0.5402017127000001,1114.0,0.4930036971,1946.0,0.4633115886
638.0,0.6085611750000001,3141.25,0.542199521225,638.0,0.4858591698,3141.25,0.478968955425
1089.0,0.5661722826,1028.0,0.546325802,1089.0,0.5266610043000001,1028.0,0.49443082060000004
21.0,0.5460222393,6487.0,0.5482155722000001,21.0,0.591229171,6487.0,0.4586563342
1974.0,0.6445953827,1752.75,0.546592108325,1974.0,0.5118051329000001,1752.75,0.490539756325
1324.0,0.5621918477,4076.0,0.5109568114,1324.0,0.4993459685,4076.0,0.46234280910000003
1259.0,0.561024492,5927.0,0.5345118785,1259.0,0.4700162262,5927.0,0.4673864023
815.0,0.5557587671,5491.0,0.5849102447,815.0,0.5164690011,5491.0,0.4783529232
963.0,0.5935957476,3972.75,0.5231545310500001,963.0,0.5223757773000001,3972.75,0.477788275975
1694.0,0.5499949860000001,2351.0,0.53899840508,1694.0,0.5213711639,2351.0,0.47234774658
4206.0,0.5696696979,4522.0,0.5517704412000001,4206.0,0.47688772100000004,4522.0,0.5115521085
618.3333333333334,0.5908724178,6592.0,0.5234518539,618.3333333333334,0.5090515942666667,6592.0,0.473316528
593.3333333333334,0.5924921715333334,3166.0,0.5741553636,593.3333333333334,0.4964279614,3166.0,0.5006039706000001
779.0,0.56076073055,5100.0,0.5333195963,779.0,0.50020845785,5100.0,0.4617879226
549.0,0.5885572665500001,4819.0,0.551620993,549.0,0.48627939595,4819.0,0.43143238570000003
305.0,0.6175529411,3966.0,0.5527301595,305.0,0.5117328376,3966.0,0.4455393959
98.0,0.6141895857,9557.0,0.4983889456,98.0,0.5438671823333333,9557.0,0.4170058225
3184.0,0.5896692991,15031.0,0.5275519861,3184.0,0.4667327731,15031.0,0.4959162781
3380.0,0.5403804832000001,7484.0,0.506461417,3380.0,0.47265546816666665,7484.0,0.4752453871
6847.5,0.56207680175,12973.0,0.511365693,6847.5,0.46202534305,12973.0,0.4660570108
1651.0,0.5426971633000001,5217.0,0.4844519369,1651.0,0.4812962344,5217.0,0.4856585403
3748.0,0.5479849976,5392.0,0.5477135791000001,3748.0,0.4914785528,5392.0,0.49831476300000005
5570.0,0.5571536248,3440.0,0.5398885512,5570.0,0.47047325710000004,3440.0,0.4422062331
1332.5,0.59735283595,9778.0,0.5240795084000001,1332.5,0.4843132776,9778.0,0.4603978312
466.0,0.6255835706,6756.0,0.5447629979,466.0,0.4975999333,6756.0,0.42660544380000004
220.23529411764707,0.5727050954647059,9480.0,0.5714934717,220.23529411764707,0.5352303920352942,9480.0,0.4390153705
227.25,0.5974714789500001,6404.0,0.5271180498,227.25,0.49375223349999997,6404.0,0.5307021601
139.75,0.6399397454750001,3467.0,0.5590322137,139.75,0.53113222025,3467.0,0.4804277333
279.75,0.5841987653125,6750.0,0.5298773404,279.75,0.530547740825,6750.0,0.4847909234
26.75,0.625625664525,5361.0,0.5248050209,26.75,0.6672616696,5361.0,0.45518984910000004
149.5,0.5875807265,6784.0,0.5446251896000001,149.5,0.51793981715,6784.0,0.46702167990000004
88.66666666666667,0.6104673003333333,7268.0,0.5570150036,88.66666666666667,0.5132664221000001,7268.0,0.44460974610000004
110.14285714285714,0.6113205685571429,5391.0,0.5421446454000001,110.14285714285714,0.5575628775714285,5391.0,0.46598498780000003
95.33333333333333,0.5908797899333335,7957.0,0.5186783150000001,95.33333333333333,0.6344192186333334,7957.0,0.4519903742
175.0,0.5766364412461538,2088.0,0.5640160386,175.0,0.5153518915615385,2088.0,0.5418548425
951.1333333333333,0.5706366525200001,6815.333333333333,0.5257405568,951.1333333333333,0.5163668960733332,6815.333333333333,0.45414260840000004
394.0,0.5310261569500001,6057.0,0.5489615112999999,394.0,0.506622404,6057.0,0.47835889605000004
1279.8235294117646,0.5800514897882352,5700.0,0.5542321397000001,1279.8235294117646,0.5008195237588237,5700.0,0.49526911840000004
1126.357142857143,0.5659600413571428,14722.5,0.5202116316500001,1126.357142857143,0.4847031709357143,14722.5,0.47003012639999997
377.5,0.57646612745,5717.5,0.5438681994500001,377.5,0.51700444555,5717.5,0.4729152641
514.8,0.58113901555,14338.0,0.5172183898666667,514.8,0.50746607854,14338.0,0.4525608436
274.7142857142857,0.5926359339571429,2097.5,0.52724985575,274.7142857142857,0.5303102435571428,2097.5,0.48191475515000004
314.3636363636364,0.6073521095727273,5772.0,0.5140013503,314.3636363636364,0.5093349440363636,5772.0,0.47488839685
281.3333333333333,0.57257643905,7948.0,0.53057719925,281.3333333333333,0.5215016081333333,7948.0,0.45027289085
256.3333333333333,0.5862696223444446,982.0,0.5811159868,256.3333333333333,0.5373282462666666,982.0,0.4978688516
228.86666666666667,0.6140249001333333,1344.0,0.57567207355,228.86666666666667,0.5433868289,1344.0,0.5000487749
232.33333333333334,0.5556125833333333,3575.5,0.55224436,232.33333333333334,0.5918698569999999,3575.5,0.48123156025
154.71428571428572,0.6029526189714287,982.0,0.5811159868,154.71428571428572,0.5826609981285714,982.0,0.4743429444
36.333333333333336,0.6196697629,450.0,0.6484453266,36.333333333333336,0.6407857813,450.0,0.4637636733
694.5,0.604519241425,866.0,0.5630092742,694.5,0.5392561181375,866.0,0.5259042563
182.0,0.592955391,511.0,0.5610140122,182.0,0.5411227966200001,511.0,0.5508371805
98.33333333333333,0.5565545113333333,1014.0,0.6004569456000001,98.33333333333333,0.5769919774333334,1014.0,0.4484684634
162.5,0.568205248,4753.0,0.5624363239000001,162.5,0.50376065205,4753.0,0.48526430820000005
948.3333333333334,0.5743702035,2707.3333333333335,0.5771810581,948.3333333333334,0.5059641799,2707.3333333333335,0.4597928671
923.6666666666666,0.5543222588,3741.0,0.5896233191,923.6666666666666,0.4944374152666667,3741.0,0.49556938205000006
395.1666666666667,0.6016012801833334,3831.0,0.5485784362,395.1666666666667,0.50613509145,3831.0,0.49964416050000005
287.3333333333333,0.5511216514,2962.0,0.5663177724,287.3333333333333,0.5316209701333333,2962.0,0.4997838063
41.0,0.5762926049,9907.0,0.5455584381,41.0,0.65572740065,9907.0,0.4786980704
397.6,0.58051952044,8388.5,0.54630721245,397.6,0.55169635484,8388.5,0.45510655425
243.5,0.5699798177,7164.0,0.5033299465000001,243.5,0.5081429658000001,7164.0,0.5113251080000001
739.0,0.55175783625,8654.0,0.5480163417,739.0,0.5185091180500001,8654.0,0.5041843852
1466.5,0.5228923594,2896.0,0.5399451166,1466.5,0.4325874599,2896.0,0.4340490154
993.3333333333334,0.5590628338,7286.0,0.5778974199,993.3333333333334,0.5174273183000001,7286.0,0.4889693483
224.0,0.5985474418000001,7065.0,0.5397217044,224.0,0.51651098375,7065.0,0.4454229736
958.5,0.6136399825000001,8879.0,0.5129691470000001,958.5,0.49699222270000004,8879.0,0.5049548173
652.6666666666666,0.5588573096333334,15148.0,0.5355574897000001,652.6666666666666,0.4619306000000001,15148.0,0.4455123206
185.5,0.5677374677,7361.333333333333,0.5447146417000001,185.5,0.56553218115,7361.333333333333,0.45338210473333335
159.0,0.5959492763500001,3987.3333333333335,0.5231497706,159.0,0.5184354884,3987.3333333333335,0.49374103326666674
52.0,0.6490211727999999,4426.333333333333,0.5516759265000001,52.0,0.5489996491,4426.333333333333,0.5043096261666666
139.0,0.59734848465,8788.0,0.5299992428666668,139.0,0.558975536,8788.0,0.46980048893333337
272.0,0.5864503356999999,6211.0,0.5310005079333333,272.0,0.54832440755,6211.0,0.48059031883333336
405.0,0.6172969018000001,8439.0,0.5482651044,405.0,0.5418157556500001,8439.0,0.42973904090000004
773.5,0.58650824405,20870.0,0.5170075806000001,773.5,0.5255207834,20870.0,0.4720866643
149.5,0.6541680068,7379.0,0.5173777217000001,149.5,0.5654404888,7379.0,0.4494376735
354.0,0.5950580274,5069.0,0.5230926467,354.0,0.51257024435,5069.0,0.4483709288
235.5,0.5765281146000001,5922.0,0.49851598420000004,235.5,0.57818667415,5922.0,0.4865453716
2138.0,0.56838196265,3437.0,0.5461754844,2138.0,0.44591295630000005,3437.0,0.4746908694
73.5,0.6598264568500001,8417.0,0.49884395070000004,73.5,0.56717657525,8417.0,0.4683234686
95.0,0.63855401195,9517.0,0.5604935279000001,95.0,0.57944245265,9517.0,0.46831793590000004
127.0,0.60962672495,8181.0,0.5034386568,127.0,0.5244076602500001,8181.0,0.4117556781
952.6666666666666,0.59154843585,1597.0,0.5536760658000001,952.6666666666666,0.5143088948666666,1597.0,0.4551412004
295.0,0.5771362734500001,4505.0,0.5596041086,295.0,0.5156643225,4505.0,0.4461931085
509.0,0.626254214,11583.0,0.5026008813,509.0,0.53560867505,11583.0,0.4656568817
692.7777777777778,0.5894511745888888,6342.0,0.4684669778,692.7777777777778,0.5191674613222222,6342.0,0.5156572664
122.33333333333333,0.5727737832,4419.0,0.549352959,122.33333333333333,0.6024968846666666,4419.0,0.47619504300000004
509.4,0.5788664536100001,7324.0,0.5241651069000001,509.4,0.50798778832,7324.0,0.46640169140000004
459.8,0.59058638186,4814.0,0.5173015995,459.8,0.5260763917,4814.0,0.5137945982000001
386.25,0.57135722315,8906.0,0.5004788152999999,386.25,0.480118760325,8906.0,0.47117304590000003
266.0,0.6122032752000001,10032.0,0.52356040355,266.0,0.4849566455333334,10032.0,0.4652817356
86.0,0.70834532445,7583.5,0.5405636251,86.0,0.5568437271,7583.5,0.45456385145
718.0,0.5304852106000001,5538.0,0.5138113824,718.0,0.5142698119666668,5538.0,0.4826133678
399.0,0.6300095588,3584.5,0.5817910246,399.0,0.4921536161,3584.5,0.44405656835
926.0,0.5685918405000001,2880.0,0.5807889472000001,926.0,0.47288828415,2880.0,0.49465230320000003
478.6666666666667,0.6204649315333334,7477.0,0.50891247375,478.6666666666667,0.5205324972,7477.0,0.45358247055
213.66666666666666,0.6480502002333334,7182.0,0.5043961848,213.66666666666666,0.5885227101333333,7182.0,0.4819924379
483.3333333333333,0.5699098701333334,3286.0,0.5575898911,483.3333333333333,0.5133292558666667,3286.0,0.5153316747
189.5,0.62484542045,6000.0,0.5659195124,189.5,0.5379245677,6000.0,0.4863834896
323.0,0.63635852125,2909.0,0.5820823006,323.0,0.5029405327,2909.0,0.4856001104
1055.6666666666667,0.5768931454666667,3286.5,0.46911915790000003,1055.6666666666667,0.4845939577166667,3286.5,0.46526524015000004
96.66666666666667,0.6049861321333333,4062.0,0.533441195,96.66666666666667,0.5457419396666667,4062.0,0.4734056333
101.5,0.5681914574,1478.5,0.49849392565,101.5,0.56453161565,1478.5,0.5318887963500001
203.5,0.57893774255,3292.0,0.552884461,203.5,0.5935432867000001,3292.0,0.4540253743
282.5,0.5697702907,8950.0,0.49809882973333336,282.5,0.51521595145,8950.0,0.45479957983333336
192.5,0.5847818828,6715.5,0.52155379825,192.5,0.43202277865000005,6715.5,0.48118639770000005
73.5,0.6616508752000001,6858.0,0.5023238818,73.5,0.5526852816500001,6858.0,0.4397914724
160.0,0.6129864427333334,5909.0,0.4928462563,160.0,0.5560618093999999,5909.0,0.45655445320000004
336.0,0.597494513175,1763.0,0.5805304142000001,336.0,0.552510590325,1763.0,0.5140908552
310.0,0.5391315628,12353.5,0.52364978595,310.0,0.5266858174,12353.5,0.45592626065
898.0,0.6098533907,12247.0,0.5156390230000001,898.0,0.4670586608,12247.0,0.4743084489
1627.0,0.57897201695,2772.0,0.5547917537333334,1627.0,0.5469791501000001,2772.0,0.4966475314
706.0,0.5717346617400001,3157.5,0.51901851705,706.0,0.4948595322600001,3157.5,0.47794140695000004
